,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.3006535947712418,0.7189542483660131,0.7516339869281046,0.7973856209150327,0.9019607843137255,0.9084967320261438,0.9281045751633987,0.9411764705882353,0.954248366013072,0.9803921568627451,0.9869281045751634,0.9869281045751634,1.0,1.0
