,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.6470588235294118,0.4117647058823529,0.6797385620915033,0.7450980392156863,0.6928104575163399,0.7189542483660131,0.7058823529411765,0.7320261437908496,0.7320261437908496,0.7320261437908496,0.7581699346405228,0.7516339869281046,0.7647058823529411,0.7647058823529411
