,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.45098039215686275,0.5424836601307189,0.5555555555555556,0.5294117647058824,0.5163398692810458,0.6013071895424836,0.6339869281045751,0.6143790849673203,0.738562091503268,0.7450980392156863,0.7647058823529411,0.7647058823529411,0.7581699346405228,0.7581699346405228
