,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.673202614379085,0.6666666666666666,0.5294117647058824,0.6209150326797386,0.7777777777777778,0.9281045751633987,0.803921568627451,0.803921568627451,0.9411764705882353,0.9673202614379085,0.9738562091503268,0.9803921568627451,0.9934640522875817,0.9934640522875817
