,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.3790849673202614,0.6143790849673203,0.6209150326797386,0.6666666666666666,0.7320261437908496,0.7254901960784313,0.7320261437908496,0.7450980392156863,0.7450980392156863,0.7581699346405228,0.7647058823529411,0.7647058823529411,0.7777777777777778,0.7777777777777778
