,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.4444444444444444,0.5620915032679739,0.7058823529411765,0.6666666666666666,0.6666666666666666,0.7908496732026143,0.8496732026143791,0.8431372549019608,0.9673202614379085,0.9738562091503268,0.9934640522875817,0.9934640522875817,1.0,1.0
