,10,20,30,40,50,60,70,80,90,100,110,120,130,140
0,0.7843137254901961,0.8169934640522876,0.8627450980392157,0.8758169934640523,0.8758169934640523,0.7843137254901961,0.8758169934640523,0.8627450980392157,0.8627450980392157,0.9019607843137255,0.9019607843137255,0.9215686274509803,0.9673202614379085,0.9607843137254902
