,10,20,30,40,50,60,70,80
2,0.14732142857142858,0.23873873873873874,0.0855106888361045,0.045146726862302484,0.05581395348837209,0.04215456674473068,0.045454545454545456,0.019438444924406047
4,0.2175824175824176,0.09051724137931035,0.07159353348729793,0.05609756097560976,0.08027522935779817,0.07075471698113207,0.07425742574257425,0.031042128603104215
5,0.23300970873786409,0.04591836734693878,0.06726457399103139,0.04186046511627907,0.059907834101382486,0.03580562659846547,0.057971014492753624,0.036057692307692304
6,0.11777777777777777,0.058823529411764705,0.08591885441527446,0.07603686635944701,0.026726057906458798,0.061052631578947365,0.07191011235955057,0.09698275862068965
7,0.12831858407079647,0.2780373831775701,0.08616780045351474,0.06040268456375839,0.1288056206088993,0.04513064133016627,0.08941176470588236,0.04028436018957346
8,0.2992874109263658,0.0649895178197065,0.054245283018867926,0.11358574610244988,,0.017994858611825194,0.04328018223234624,0.04314720812182741
9,0.284037558685446,0.10835214446952596,0.09318181818181819,0.07092198581560284,0.03233256351039261,0.0332541567695962,0.04090909090909091,0.04585152838427948
1,,0.21140142517814728,0.08597285067873303,0.09170305676855896,0.05263157894736842,0.05128205128205128,0.11214953271028037,0.038288288288288286
3,,0.0684326710816777,0.06818181818181818,0.0392156862745098,0.05515587529976019,0.08144796380090498,0.045064377682403435,0.07990314769975787
0,,,0.21957040572792363,0.058004640371229696,0.034722222222222224,0.036613272311212815,0.056818181818181816,0.0330188679245283
